Name,Feature,Full Address,Street,Municipality,Categories,Plus Code,Phones,Emails,Review Count,Average Rating,Review URL,Google Maps URL,Cid,Google Knowledge URL,Kgmid,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id
نايل سيتي العائمة,,"River Street - Zamalek القاهرة, 11432",River Street - Zamalek القاهرة,الزمالك,"مطعم الباخرة, مطعم",,,,3484,4.4,https://search.google.com/local/reviews?placeid=ChIJfWQH8idBWBQRk9b5guaTIEI&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=4764971024007157395,4764971024007157395,https://www.google.com/search?kgmid=/g/1tdjfdy7&kponly,/g/1tdjfdy7,30.0483019,31.2283641,,,"الثلاثاء:[١١:٠٠ص-٣:٠٠ص], الأربعاء:[١١:٠٠ص-٣:٠٠ص], الخميس:[١١:٠٠ص-٣:٠٠ص], الجمعة:[١١:٠٠ص-٣:٠٠ص], السبت:[١١:٠٠ص-٣:٠٠ص], الأحد:[١١:٠٠ص-٣:٠٠ص], الاثنين:[١١:٠٠ص-٣:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipM-cYvW7xAg-jPO1KFpSzWk68TghUv-I82K1JGI=w80-h106-k-no,ChIJfWQH8idBWBQRk9b5guaTIEI
Culina,,"1113 كورنيش النيل, El Nil, DownTown، محافظة القاهرة‬ 4272080",1113 كورنيش النيل,DownTown,مطعم,,"0127 723 3582, +20 127 723 3582",,71,4.6,https://search.google.com/local/reviews?placeid=ChIJQ-wuz49BWBQR1hq-BocOVbM&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=12922250678906002134,12922250678906002134,https://www.google.com/search?kgmid=/g/11h0bkp3bh&kponly,/g/11h0bkp3bh,30.045664799999997,31.2329054,http://www.ritzcarlton.com/en/hotels/middle-east/cairo/dining/culina,ritzcarlton.com,"الثلاثاء:[٦:٣٠-١١:٠٠ص], الأربعاء:[٦:٣٠-١١:٠٠ص], الخميس:[٦:٣٠-١١:٠٠ص], الجمعة:[٦:٣٠-١١:٠٠ص], السبت:[٦:٣٠-١١:٠٠ص], الأحد:[٦:٣٠-١١:٠٠ص], الاثنين:[٦:٣٠ص-١١:٠٠م]",https://lh5.googleusercontent.com/p/AF1QipPNxnzxGFVAWKXSYMj0Cxo8iFBHfs7c43aeaT6u=w80-h142-k-no,ChIJQ-wuz49BWBQR1hq-BocOVbM
ايجبشيان نيتس,,"Cairo Marriott Hotel - 16 Saray El, الجزيره، الزمالك، محافظة القاهرة‬ 11211",Cairo Marriott Hotel - 16 Saray El,الزمالك,مطعم مأكولات مصرية,,"02 27283000 ext. 8595, +20 2 27283000 ext. 8595",,101,4,https://search.google.com/local/reviews?placeid=ChIJy73fid1AWBQR9Glt8HWjxMU&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=14250694847847295476,14250694847847295476,https://www.google.com/search?kgmid=/g/1s04f2z74&kponly,/g/1s04f2z74,30.056865199999997,31.2243188,https://www.marriott.com/hotels/hotel-information/restaurant/caieg-cairo-marriott-hotel-and-omar-khayyam-casino/,marriott.com,"الثلاثاء:[٦:٠٠م-١٢:٠٠ص], الأربعاء:[٦:٠٠م-١٢:٠٠ص], الخميس:[٦:٠٠م-١٢:٠٠ص], الجمعة:[٦:٠٠م-١٢:٠٠ص], السبت:[٦:٠٠م-١٢:٠٠ص], الأحد:[٦:٠٠م-١٢:٠٠ص], الاثنين:[٦:٠٠م-١٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipMOoH6NNJaLgBKVe_zpV9imC-oi7zLNCbqoxj_w=w80-h106-k-no,ChIJy73fid1AWBQR9Glt8HWjxMU
مطعم ستوديو مصر,,الدرب الأحمر، محافظة القاهرة‬ 4294010,الدرب الأحمر,الدرب الأحمر,مطعم أطباق اللحوم,,"0111 012 4034, +20 111 012 4034",,670,3.8,https://search.google.com/local/reviews?placeid=ChIJM2yl6F4_WBQRG1u1Vg5DCC0&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=3244917260383771419,3244917260383771419,https://www.google.com/search?kgmid=/g/1th89943&kponly,/g/1th89943,30.0422524,31.2659751,,,"الثلاثاء:[٩:٠٠ص-١٢:٠٠ص], الأربعاء:[٩:٠٠ص-١٢:٠٠ص], الخميس:[٩:٠٠ص-١٢:٠٠ص], الجمعة:[٩:٠٠ص-١٢:٠٠ص], السبت:[٩:٠٠ص-١٢:٠٠ص], الأحد:[٩:٠٠ص-١٢:٠٠ص], الاثنين:[٩:٠٠ص-١٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipN-gHQBJxWieBwvPzUfoEnUf9OC4HWjgqSUNETU=w122-h92-k-no,ChIJM2yl6F4_WBQRG1u1Vg5DCC0
مطعم مستيقه,,الجزيره، الزمالك، محافظة القاهرة‬ 11561,الجزيره,الزمالك,مطعم وجبات سريعة,,"0114 000 0044, +20 114 000 0044",,29,4.4,https://search.google.com/local/reviews?placeid=ChIJJxS2PlkiWBQR34aRldAjTBg&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=1750813733909792479,1750813733909792479,https://www.google.com/search?kgmid=/g/11f1lwkdxj&kponly,/g/11f1lwkdxj,30.0500764,31.227635,https://www.elmenus.com/cairo/mistiqa--oway,elmenus.com,"الثلاثاء:[١٠:٠٠ص-٢:٠٠ص], الأربعاء:[١٠:٠٠ص-٢:٠٠ص], الخميس:[١٠:٠٠ص-٢:٠٠ص], الجمعة:[١٠:٠٠ص-٢:٠٠ص], السبت:[١٠:٠٠ص-٢:٠٠ص], الأحد:[١٠:٠٠ص-٢:٠٠ص], الاثنين:[١٠:٠٠ص-٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipP2MGPtMuvzq87dEDvUL1gzGZLDIJNDhULL_Oef=w163-h92-k-no,ChIJJxS2PlkiWBQR34aRldAjTBg
بانى فينو,,"InterContinental Semiramis, كورنيش النيل، قصر الدوبارة، El Nile, محافظة القاهرة‬ 11511",InterContinental Semiramis,El Nile,مطعم مأكولات إيطالية,,"02 27988000, +20 2 27988000",,340,4.3,https://search.google.com/local/reviews?placeid=ChIJrwVWEs9AWBQRuw_v6ZU70lc&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=6328185941469892539,6328185941469892539,https://www.google.com/search?kgmid=/g/1tfhjlkm&kponly,/g/1tfhjlkm,30.0432684,31.2320642,https://digital.ihg.com/is/content/ihg/CROHA/intercontinental-cairo-6608715444-original.pdf,digital.ihg.com,"الثلاثاء:[١٢:٣٠م-١:٠٠ص], الأربعاء:[١٢:٣٠م-١:٠٠ص], الخميس:[١٢:٣٠م-١:٠٠ص], الجمعة:[١٢:٣٠م-١:٠٠ص], السبت:[١٢:٣٠م-١:٠٠ص], الأحد:[١٢:٣٠م-١:٠٠ص], الاثنين:[١٢:٣٠م-١:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipOdvvdt8sVr2rebYo8FG64W0x_-cjO20vxac76S=w125-h92-k-no,ChIJrwVWEs9AWBQRuw_v6ZU70lc
Bab El-Sharq,,قصر النيل، كورنيش النيل، الإسماعيلية، قسم قصر النيل، محافظة القاهرة‬ 11221,قصر النيل,قسم قصر النيل,"مطعم مأكولات لبنانية, مطعم مأكولات الشرق الأوسط",,"0127 723 3582, +20 127 723 3582",,241,4.1,https://search.google.com/local/reviews?placeid=ChIJFzoUxsVAWBQRCWhrYnVQgXY&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=8539194833563772937,8539194833563772937,https://www.google.com/search?kgmid=/g/11cppchj62&kponly,/g/11cppchj62,30.0454905,31.232190199999998,http://www.ritzcarlton.com/en/hotels/middle-east/cairo/dining/bab-el-sharq,ritzcarlton.com,"الثلاثاء:[٥:٠٠م-١:٣٠ص], الأربعاء:[٥:٠٠م-١:٣٠ص], الخميس:[٥:٠٠م-١:٣٠ص], الجمعة:[١:٣٠-٥:٣٠م], السبت:[٥:٠٠م-١:٣٠ص], الأحد:[٥:٠٠م-١:٣٠ص], الاثنين:[٥:٠٠م-١:٣٠ص]",https://lh5.googleusercontent.com/p/AF1QipPw5J1Y51K91NhCvUI5RLJiPIXXwMlyWvbkeiLi=w122-h92-k-no,ChIJFzoUxsVAWBQRCWhrYnVQgXY
Cairo Kitchen zamalek,,العزيز عثمان، الجبلاية، الزمالك، محافظة القاهرة‬ 4270131,العزيز عثمان,الزمالك,"مطعم مأكولات مصرية, مطعم",,"02 27354000, +20 2 27354000",,453,4.1,https://search.google.com/local/reviews?placeid=ChIJw89c3eBAWBQRKBsz3JLhrD4&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=4516232547221576488,4516232547221576488,https://www.google.com/search?kgmid=/g/11_sdjfyv&kponly,/g/11_sdjfyv,30.0600201,31.2210672,https://www.facebook.com/CairoKitchen/,facebook.com,"الثلاثاء:[١٢:٠٠م-١٢:٠٠ص], الأربعاء:[١٢:٠٠م-١٢:٠٠ص], الخميس:[١٢:٠٠م-١٢:٠٠ص], الجمعة:[١٢:٠٠م-١٢:٠٠ص], السبت:[١٢:٠٠م-١٢:٠٠ص], الأحد:[١٢:٠٠م-١٢:٠٠ص], الاثنين:[١٢:٠٠م-١٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipMPReFuWf_RBQAH2fJrhmIgSKrHSlFivtoQ_kiX=w92-h92-k-no,ChIJw89c3eBAWBQRKBsz3JLhrD4
مطعم تبوله,مطعم لبناني مريح ولاونج نرجيلة,المستشار، 1 Latin America St شارع، محمود فهمي,المستشار,قسم قصر النيل,"مطعم مأكولات لبنانية, مطعم",,"02 27925261, +20 2 27925261",,2229,4.2,https://search.google.com/local/reviews?placeid=ChIJISCso85AWBQRwdMEZdCXjp8&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=11497293820027261889,11497293820027261889,https://www.google.com/search?kgmid=/g/1tf9kkg_&kponly,/g/1tf9kkg_,30.039877099999998,31.2327196,http://www.taboula-eg.com/,taboula-eg.com,"الثلاثاء:[١١:٠٠ص-١:٠٠ص], الأربعاء:[١١:٠٠ص-١:٠٠ص], الخميس:[١١:٠٠ص-١:٠٠ص], الجمعة:[١٢:٠٠م-١٢:٣٠ص], السبت:[١٢:٠٠م-١٢:٠٠ص], الأحد:[١٢:٠٠م-١:٠٠ص], الاثنين:[١١:٠٠ص-١:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipPfVke5KkirwZklNewMp5nzzzLk5-UscreYokPq=w163-h92-k-no,ChIJISCso85AWBQRwdMEZdCXjp8
مطعم وكافيه اولدش,مكان مريح يقدّم مأكولات عالمية غنية,خلف الجريك كامبس، 20 شارع محمد محمود، عابدين، محافظة القاهرة‬,خلف الجريك كامبس,عابدين,"مطعم, مقهى",,"0106 011 9488, +20 106 011 9488",,4712,4.2,https://search.google.com/local/reviews?placeid=ChIJ8wKg4MdAWBQRYW3aFRDiVaE&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=11625446571840793953,11625446571840793953,https://www.google.com/search?kgmid=/g/11cmb36tsf&kponly,/g/11cmb36tsf,30.043267099999998,31.2385642,https://www.facebook.com/oldisheg/,facebook.com,"الثلاثاء:[٨:٠٠ص-١٢:٠٠ص], الأربعاء:[٨:٠٠ص-١٢:٠٠ص], الخميس:[٨:٠٠ص-١٢:٠٠ص], الجمعة:[٨:٠٠ص-١٢:٠٠ص], السبت:[٨:٠٠ص-١٢:٠٠ص], الأحد:[٨:٠٠ص-١٢:٠٠ص], الاثنين:[٨:٠٠ص-١٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipNmgFEq8tFf0wgWJXKub2_Hyz0wfvLLXNI6C9ze=w122-h92-k-no,ChIJ8wKg4MdAWBQRYW3aFRDiVaE
Bullona Cairo,,1089 كورنيش النيل، قسم قصر النيل، محافظة القاهرة‬ 11519,1089 كورنيش النيل,قسم قصر النيل,"مطعم مأكولات دول البحر المتوسط, مطعم راقٍ",,"02 27917000, +20 2 27917000",,26,3.6,https://search.google.com/local/reviews?placeid=ChIJWxSH-q1BWBQRy-LBejnyypA&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=10433417815443759819,10433417815443759819,https://www.google.com/search?kgmid=/g/11j0hhc5zx&kponly,/g/11j0hhc5zx,30.036236199999998,31.229456799999998,https://www.fourseasons.com/caironp/dining/restaurants/bullona/?seo=google_local_cai12_,fourseasons.com,"الثلاثاء:[٧:٠٠م-١:٠٠ص], الأربعاء:[٧:٠٠م-١:٠٠ص], الخميس:[٧:٠٠م-١:٠٠ص], الجمعة:[٧:٠٠م-١:٠٠ص], السبت:[٧:٠٠م-١:٠٠ص], الأحد:[مغلق], الاثنين:[مغلق]",https://lh5.googleusercontent.com/p/AF1QipM6zJxnsYJzYeY8dIEoHDj19c4YChDMnrh7-HHk=w137-h92-k-no,ChIJWxSH-q1BWBQRy-LBejnyypA
Old Cairo Restaurant & Café,,20 ماري جرجس، الكفور، قسم مصر القديمة، محافظة القاهرة‬ 4244101,20 ماري جرجس,قسم مصر القديمة,مطعم,,"0110 260 7892, +20 110 260 7892",,214,4.3,https://search.google.com/local/reviews?placeid=ChIJ15kbwxBHWBQR3o2O-mgxDMs&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=14631123616369905118,14631123616369905118,https://www.google.com/search?kgmid=/g/11c1df4bhj&kponly,/g/11c1df4bhj,30.0076528,31.2301826,,,"الثلاثاء:[٧:٢٠ص-٦:٠٠م], الأربعاء:[٧:٢٠ص-٦:٠٠م], الخميس:[٧:٢٠ص-٦:٠٠م], الجمعة:[٧:٢٠ص-٦:٠٠م], السبت:[٧:٢٠ص-٦:٠٠م], الأحد:[٧:٢٠ص-٦:٠٠م], الاثنين:[٧:٢٠ص-٦:٠٠م]",https://lh5.googleusercontent.com/p/AF1QipPm8BighKp2YpExWz_Z8kWqvXdm7gTMd4BacAXS=w163-h92-k-no,ChIJ15kbwxBHWBQR3o2O-mgxDMs
مطعم وحديقه الجريون,,"8 Kasr Al Nile Beside Egyptian Museum & Steigenberger Hotel, التحرير، محافظة القاهرة‬",8 Kasr Al Nile Beside Egyptian Museum & Steigenberger Hotel,قسم قصر النيل,مطعم راقٍ,,"02 25743114, +20 2 25743114",,727,4,https://search.google.com/local/reviews?placeid=ChIJnQo4x89AWBQRiZmGrvOQC-g&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=16720617417822607753,16720617417822607753,https://www.google.com/search?kgmid=/g/1tdnt5h0&kponly,/g/1tdnt5h0,30.047342999999998,31.2370478,https://www.facebook.com/profile.php?id=100019062660673,facebook.com,"الثلاثاء:[١٠:٠٠ص-١:٠٠ص], الأربعاء:[١٠:٠٠ص-١:٠٠ص], الخميس:[١٠:٠٠ص-١:٠٠ص], الجمعة:[١٠:٠٠ص-١:٠٠ص], السبت:[١٠:٠٠ص-١:٠٠ص], الأحد:[١٠:٠٠ص-١:٠٠ص], الاثنين:[١٢:٠٠م-١:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipOet__KKjC7e03AJOWNFytJUR9gDSL5rTQY5djw=w189-h92-k-no,ChIJnQo4x89AWBQRiZmGrvOQC-g
مطعم زيتوني,مطعم راقٍ يطل على النيل,1089 كورنيش النيل، قسم قصر النيل، محافظة القاهرة‬ 11519,1089 كورنيش النيل,قسم قصر النيل,"مطعم مأكولات مصرية, مطعم للإفطار, مطعم إفطار متأخر, مطعم راقٍ",,"02 27916877, +20 2 27916877",,883,4.6,https://search.google.com/local/reviews?placeid=ChIJU9kcR81AWBQRCJeG2a-LVOk&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=16813216896265918216,16813216896265918216,https://www.google.com/search?kgmid=/g/1thjqgnd&kponly,/g/1thjqgnd,30.036236199999998,31.229456799999998,https://www.fourseasons.com/caironp/dining/restaurants/zitouni/?seo=google_local_cai4_emea,fourseasons.com,"الثلاثاء:[٦:٠٠-١١:٣٠ص], الأربعاء:[٦:٠٠-١١:٣٠ص], الخميس:[٦:٠٠-١١:٣٠ص], الجمعة:[٦:٠٠-١١:٣٠ص], السبت:[٦:٠٠-١١:٣٠ص], الأحد:[٦:٠٠-١١:٣٠ص], الاثنين:[٦:٠٠-١١:٣٠ص]",https://lh5.googleusercontent.com/p/AF1QipOSkeEQiY-xFcC6ALdbc52k0Lg4XyEavLaBaREa=w122-h92-k-no,ChIJU9kcR81AWBQRCJeG2a-LVOk
التاج السوري,,47 شارع الفلكي، الدواوين، عابدين القاهرة‬ القاهرة Cairo، 11461,47 شارع الفلكي، الدواوين، عابدين القاهرة‬ القاهرة Cairo,عابدين,مطعم مأكولات سورية,,"0100 005 4964, +20 100 005 4964",,55,3.9,https://search.google.com/local/reviews?placeid=ChIJl8UrjaJBWBQRxK7teA73PBs&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=1962715179157139140,1962715179157139140,https://www.google.com/search?kgmid=/g/11h5_vm0zd&kponly,/g/11h5_vm0zd,30.043183799999998,31.2397273,,,"الثلاثاء:[نعمل على مدار 24 ساعة], الأربعاء:[نعمل على مدار 24 ساعة], الخميس:[نعمل على مدار 24 ساعة], الجمعة:[نعمل على مدار 24 ساعة], السبت:[نعمل على مدار 24 ساعة], الأحد:[نعمل على مدار 24 ساعة], الاثنين:[نعمل على مدار 24 ساعة]",https://lh5.googleusercontent.com/p/AF1QipPTYlbYNv_LzgweLDe4TjoYd39006Buztlhl8TW=w122-h92-k-no,ChIJl8UrjaJBWBQRxK7teA73PBs
سوشيراميس Sushiramis,,"Corniche El Nil, Garden City, Cairo, محافظة القاهرة‬ 11511","Corniche El Nil, Garden City",Cairo,مطعم سوشي,,"02 27988000, +20 2 27988000",,58,4.4,https://search.google.com/local/reviews?placeid=ChIJIYfmpkJBWBQRW5SFqDRCaho&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=1903406586450515035,1903406586450515035,https://www.google.com/search?kgmid=/g/11b5phwfbj&kponly,/g/11b5phwfbj,30.0431757,31.2318872,https://www.ihg.com/intercontinental/hotels/us/en/cairo/croha/hoteldetail,ihg.com,"الثلاثاء:[١:٠٠-٩:٠٠م], الأربعاء:[١:٠٠-٩:٠٠م], الخميس:[١:٠٠-٩:٠٠م], الجمعة:[١:٠٠-٩:٠٠م], السبت:[١:٠٠-٩:٠٠م], الأحد:[١:٠٠-٩:٠٠م], الاثنين:[١:٠٠-٩:٠٠م]",https://lh5.googleusercontent.com/p/AF1QipP542b-Ky2Wc2cO8nEbwP6YLlbjfHVLO_dSmiwg=w80-h106-k-no,ChIJIYfmpkJBWBQRW5SFqDRCaho
مطعم الدهان,,المركز التجارى، 16 ش جوهر القائد، محافظة القاهرة‬,المركز التجارى,قسم الجمالية,مطعم مأكولات مشوية,,"02 25939325, +20 2 25939325",,336,3.3,https://search.google.com/local/reviews?placeid=ChIJDajCAaBAWBQRoKjUw64thXY&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=8540282497011067040,8540282497011067040,https://www.google.com/search?kgmid=/g/1td5tfz_&kponly,/g/1td5tfz_,30.047055999999998,31.262453999999998,http://www.eldahangrill.com/,eldahangrill.com,"الثلاثاء:[١١:٠٠ص-٤:٠٠ص], الأربعاء:[١١:٠٠ص-٤:٠٠ص], الخميس:[١١:٠٠ص-٤:٠٠ص], الجمعة:[١١:٠٠ص-٤:٠٠ص], السبت:[١١:٠٠ص-٤:٠٠ص], الأحد:[١١:٠٠ص-٤:٠٠ص], الاثنين:[١١:٠٠ص-٤:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipPmuzE3O35wGZUwX3A7ppnBv8JPU1rY_ANyP8BO=w122-h92-k-no,ChIJDajCAaBAWBQRoKjUw64thXY
El caprice Lounge and restaurant,,4 شارع البرازيل، محمد مظهر، الزمالك، محافظة القاهرة‬ 4271033,4 شارع البرازيل,الزمالك,مطعم,,"0111 166 2346, +20 111 166 2346",,47,4.1,https://search.google.com/local/reviews?placeid=ChIJnSQfQtNBWBQRqJfInul1G4o&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=9951677447857018792,9951677447857018792,https://www.google.com/search?kgmid=/g/11rsqnpkj7&kponly,/g/11rsqnpkj7,30.060435,31.222161,https://elcaprice.business.site/?utm_source=gmb&utm_medium=referral,elcaprice.business.site,"الثلاثاء:[١٠:٠٠ص-١١:٣٠م], الأربعاء:[١٠:٠٠ص-١١:٣٠م], الخميس:[١٠:٠٠ص-١١:٣٠م], الجمعة:[١٠:٠٠ص-١١:٣٠م], السبت:[١٠:٠٠ص-١١:٣٠م], الأحد:[١٠:٠٠ص-١١:٣٠م], الاثنين:[١٠:٠٠ص-١١:٣٠م]",https://lh5.googleusercontent.com/p/AF1QipOyVOJBO8bKoDGjDUTmWIiEPqonXhob7y_x8wO9=w163-h92-k-no,ChIJnSQfQtNBWBQRqJfInul1G4o
Escobar Restaurant - Egypt,,9 المستشار محمد فهمي السيد، قصر الدوبارة، قسم قصر النيل، محافظة القاهرة‬ 4272060,9 المستشار محمد فهمي السيد,قسم قصر النيل,"مطعم, مطعم مأكولات مكسيكية",,"0127 133 3388, +20 127 133 3388",,92,4.4,https://search.google.com/local/reviews?placeid=ChIJJ5n4MHhBWBQRG4Jh8HmHycQ&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=14180013859546432027,14180013859546432027,https://www.google.com/search?kgmid=/g/11rpc0y8vg&kponly,/g/11rpc0y8vg,30.0397227,31.2333674,https://instagram.com/escobar_egypt?utm_medium=copy_link,instagram.com,"الثلاثاء:[٥:٠٠م-٢:٠٠ص], الأربعاء:[٥:٠٠م-٢:٠٠ص], الخميس:[٥:٠٠م-٢:٠٠ص], الجمعة:[٥:٠٠م-٢:٠٠ص], السبت:[٥:٠٠م-٢:٠٠ص], الأحد:[مغلق], الاثنين:[٥:٠٠م-٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipOwyGyrN1EBHuB_OlNFmTVouzmEmzhgE5AIOkjG=w138-h92-k-no,ChIJJ5n4MHhBWBQRG4Jh8HmHycQ
مطعم tasty Healty food,,26WV+VMJ، الفوالة، عابدين، محافظة القاهرة‬ 4282004,26WV+VMJ,عابدين,مطعم,,"0101 764 3958, +20 101 764 3958",,1,4,https://search.google.com/local/reviews?placeid=ChIJRzPXq1JBWBQRuJsU3MUV0W8&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=8057245147887606712,8057245147887606712,https://www.google.com/search?kgmid=/g/11t5xn08l9&kponly,/g/11t5xn08l9,30.047245099999998,31.243970599999997,,,"الثلاثاء:[نعمل على مدار 24 ساعة], الأربعاء:[نعمل على مدار 24 ساعة], الخميس:[نعمل على مدار 24 ساعة], الجمعة:[نعمل على مدار 24 ساعة], السبت:[نعمل على مدار 24 ساعة], الأحد:[نعمل على مدار 24 ساعة], الاثنين:[نعمل على مدار 24 ساعة]",https://lh5.googleusercontent.com/p/AF1QipN4HCDlYoxAB0iiT1OxwWCJUQXZOpnm98D8ZFb-=w122-h92-k-no,ChIJRzPXq1JBWBQRuJsU3MUV0W8
Le Rendez-vous ( Novotel Cairo Airport),,"Po Cairo Airport, محافظة القاهرة‬ 11776",Po Cairo Airport,عابدين,مطعم,,,,2,4,https://search.google.com/local/reviews?placeid=ChIJ8XIhgr5BWBQR2H1nIzRMThQ&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=1463190715757985240,1463190715757985240,https://www.google.com/search?kgmid=/g/11hz072fdf&kponly,/g/11hz072fdf,30.044419599999998,31.2357116,https://restaurants.accor.com/,restaurants.accor.com,,,ChIJ8XIhgr5BWBQR2H1nIzRMThQ
اهل كايرو بيتزا,,378G+5GJ، بين الجناين، الوايلى، محافظة القاهرة‬ 4390203,378G+5GJ,الوايلى,مطعم بيتزا,,"0112 410 3410, +20 112 410 3410",,128,4.1,https://search.google.com/local/reviews?placeid=ChIJtW52cp0_WBQRFB-W3IUA1dg&q=restaurants+%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8+%D9%85%D9%86+Cairo&authuser=0&hl=ar&gl=EG,https://www.google.com/maps?cid=15624395057163280148,15624395057163280148,https://www.google.com/search?kgmid=/g/11gbkvzq1p&kponly,/g/11gbkvzq1p,30.0654576,31.276265,https://www.elmenus.com/ar/%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9/%D8%A7%D9%87%D9%84-%D9%83%D8%A7%D9%8A%D8%B1%D9%88-q62q,elmenus.com,"الثلاثاء:[١١:٠٠ص-١٢:٠٠ص], الأربعاء:[١١:٠٠ص-١٢:٠٠ص], الخميس:[١١:٠٠ص-١٢:٠٠ص], الجمعة:[١١:٠٠ص-١٢:٠٠ص], السبت:[١١:٠٠ص-١٢:٠٠ص], الأحد:[١١:٠٠ص-١٢:٠٠ص], الاثنين:[١١:٠٠ص-١٢:٠٠ص]",https://lh5.googleusercontent.com/p/AF1QipMdecRM9a9o0IT3TCRZwfjAw0P1GM3JC92plRZe=w122-h92-k-no,ChIJtW52cp0_WBQRFB-W3IUA1dg
